"","id","county","non_wa_percentage","tot_pop","num_HH","median_HH_income","five_mg_percentage","ten_mg_percentage"
"215","0500000US22019","Calcasieu Parish, Louisiana",0.324745883259411,202466,77232,51246,NA,NA
"216","0500000US22033","East Baton Rouge Parish, Louisiana",0.55191885015219,444511,161536,56451,0.0052434456928839,NA
"217","0500000US22045","Iberia Parish, Louisiana",0.41028312633714,71982,26185,50991,NA,NA
"218","0500000US22051","Jefferson Parish, Louisiana",0.471288113985408,436126,171991,56069,0.00689127105666156,NA
"219","0500000US22055","Lafayette Parish, Louisiana",0.342312083257499,241756,94490,60567,NA,NA
"220","0500000US22057","Lafourche Parish, Louisiana",0.23196396359671,98123,36759,51339,NA,NA
"221","0500000US22063","Livingston Parish, Louisiana",0.121456372719879,137712,47014,62187,NA,NA
"222","0500000US22071","Orleans Parish, Louisiana",0.691718625875814,391493,151753,45615,0.0261394101876676,0.014745308310992
"223","0500000US22073","Ouachita Parish, Louisiana",0.41822755244127,155841,57835,41137,0.0160919540229885,NA
"224","0500000US22079","Rapides Parish, Louisiana",0.387846373035283,131253,48975,50490,0.0309278350515464,NA
"225","0500000US22097","St. Landry Parish, Louisiana",0.453761896211169,83535,30441,38681,NA,NA
"226","0500000US22103","St. Tammany Parish, Louisiana",0.212116238995628,255921,94988,69076,NA,NA
"227","0500000US22105","Tangipahoa Parish, Louisiana",0.368363391838493,132353,46526,47825,0.0384615384615385,NA
"228","0500000US22109","Terrebonne Parish, Louisiana",0.332972644268174,111823,40173,48446,NA,NA
"229","0500000US23001","Androscoggin County, Maine",0.093911488933789,107399,45924,63813,0.0514563106796116,0.016504854368932
"230","0500000US23003","Aroostook County, Maine",0.0588087384815631,67609,30197,38768,0.0143790849673203,NA
"231","0500000US23005","Cumberland County, Maine",0.0954168820012252,292181,124925,76059,0.0418230563002681,0.00697050938337802
"232","0500000US23011","Kennebec County, Maine",0.0536366097134842,121913,54480,55389,0.0192012288786482,0.00614439324116743
"233","0500000US23019","Penobscot County, Maine",0.0619736885489136,151645,64096,50449,0.0132963988919668,NA
"234","0500000US24001","Allegany County, Maryland",0.129204507231752,71352,26549,48867,0.02088772845953,0.00522193211488251
"235","0500000US24003","Anne Arundel County, Maryland",0.31510014194725,571339,216200,101147,0.0032204789430223,0.00082576383154417
"236","0500000US24005","Baltimore County, Maryland",0.426024413349504,828645,312466,77358,0.00997973657548126,0.00141843971631206
"237","0500000US24009","Calvert County, Maryland",0.217181604418439,91435,32780,112380,0.00655021834061135,NA
"238","0500000US24013","Carroll County, Maryland",0.108530740628003,167547,60617,103014,0.0063770426464727,NA
"239","0500000US24015","Cecil County, Maryland",0.148700119147606,102394,38547,76441,0.00689259046524986,NA
"240","0500000US24017","Charles County, Maryland",0.596713703355284,159450,57732,103932,0.0022883295194508,NA
"241","0500000US24021","Frederick County, Maryland",0.262179696914078,250622,93768,103516,0.00305401794235541,0.00133613284978049
"242","0500000US24025","Harford County, Maryland",0.238503442415965,251858,96203,92331,0.00310880829015544,NA
"243","0500000US24027","Howard County, Maryland",0.476380653467021,319251,115772,121618,0.0082907038278356,0.00229317339918857
"244","0500000US24031","Montgomery County, Maryland",0.559022450808256,1046822,368897,110389,0.00382588327152059,0.00085887175483115
"245","0500000US24033","Prince George's County, Maryland",0.872273978927235,909705,316361,86290,0.0123755949805279,0.00328861964517525
"246","0500000US24037","St. Mary's County, Maryland",0.25727417390454,112487,40320,87947,NA,NA
"247","0500000US24043","Washington County, Maryland",0.210003396173644,150169,56225,59140,0.0088809946714032,0.00213143872113677
"248","0500000US24045","Wicomico County, Maryland",0.370115009975355,102252,38088,54402,0.0131868131868132,0.00263736263736264
"249","0500000US24510","Baltimore city, Maryland",0.723429558004262,610481,242694,50177,0.0416611993176748,0.00898832174255347
"250","0500000US25001","Barnstable County, Massachusetts",0.0992176270361128,213581,96509,85042,0.00380420999239158,NA
"251","0500000US25003","Berkshire County, Massachusetts",0.115937096863549,126353,53792,58895,0.0160427807486631,0.00267379679144385
"252","0500000US25005","Bristol County, Massachusetts",0.168367083169175,560941,220528,70402,0.0148391541682124,0.00381578250039748
"253","0500000US25009","Essex County, Massachusetts",0.294035461652897,784453,297898,83810,0.0126668431202027,0.0030249177600484
"254","0500000US25011","Franklin County, Massachusetts",0.0920897953402734,70605,30927,60018,0.0342516753536858,0.00670141474311243
"255","0500000US25013","Hampden County, Massachusetts",0.372123453886531,467705,179970,60161,0.0266169642273233,0.0045124583088091
"256","0500000US25015","Hampshire County, Massachusetts",0.162115013316613,161077,60002,74778,0.02526395173454,0.00641025641025641
"257","0500000US25017","Middlesex County, Massachusetts",0.275875763664918,1603943,612366,107056,0.00946320435184235,0.0023811967566458
"258","0500000US25021","Norfolk County, Massachusetts",0.2462478536224,700599,269717,107361,0.00730642867650664,0.00156916589025646
"259","0500000US25023","Plymouth County, Massachusetts",0.178349089455846,515461,191041,90880,0.0136796318476959,0.00271071045829919
"260","0500000US25025","Suffolk County, Massachusetts",0.547564578686973,800806,309945,77558,0.0157087414525966,0.00310478654592497
"261","0500000US26005","Allegan County, Michigan",0.115229272652276,116368,43667,66278,0.00981996726677578,NA
"262","0500000US26017","Bay County, Michigan",0.0991782401845356,104045,44887,49610,0.00986842105263158,NA
"263","0500000US26021","Berrien County, Michigan",0.250006488113776,154128,61809,50153,0.0131108462455304,0.00417163289630513
"264","0500000US26025","Calhoun County, Michigan",0.225026084364287,134180,53827,49055,0.0384093990058744,0.0126525079078174
"265","0500000US26037","Clinton County, Michigan",0.100871270985657,78506,30070,69651,NA,NA
"266","0500000US26045","Eaton County, Michigan",0.170579959070311,109456,44420,65409,0.0116009280742459,NA
"267","0500000US26049","Genesee County, Michigan",0.27401543112926,407488,169247,50389,0.0114827201783724,0.00356744704570792
"268","0500000US26055","Grand Traverse County, Michigan",0.0708348313015438,91791,37408,65266,NA,NA
"269","0500000US26065","Ingham County, Michigan",0.30334088994514,292018,114534,54395,0.0166767738023044,0.00485142510612492
"270","0500000US26073","Isabella County, Michigan",0.144800709090142,71077,24690,45201,NA,NA
"271","0500000US26075","Jackson County, Michigan",0.152217099827829,158563,61403,55124,0.0158590308370044,0.0052863436123348
