"","id","county","non_wa_percentage","tot_pop","median_HH_income","five_mg_percentage","ten_mg_percentage","score"
"209","0500000US39153","Summit County, Ohio",0.229674579050588,541514,57364,0.0147910760507827,0.00295821521015654,0.017975972312962
"210","0500000US12099","Palm Beach County, Florida",0.451563715701904,1470344,66623,0.0143465045592705,0.00139817629179331,0.0179666077997197
"211","0500000US12021","Collier County, Florida",0.370569231347168,372678,76025,0.0213640098603122,0,0.0177749573201825
"212","0500000US12011","Broward County, Florida",0.634687952955675,1934516,61502,0.00981850639690568,0.00163641773281761,0.0176206773899517
"213","0500000US34001","Atlantic County, New Jersey",0.435939253779689,265498,63389,0.0109216835375599,0.0026638252530634,0.0175866127917571
"214","0500000US37159","Rowan County, North Carolina",0.278962067884522,140356,51927,0.0163934426229508,0,0.0173259499916324
"215","0500000US33009","Grafton County, New Hampshire",0.0924510033053988,89853,60588,0.0189125295508274,0.00709219858156028,0.0172585542970884
"216","0500000US55139","Winnebago County, Wisconsin",0.112392455133397,170394,58347,0.0196979645436638,0.00459619172685489,0.0172484616944251
"217","0500000US17113","McLean County, Illinois",0.204012642254304,172754,68784,0.0168302945301543,0.00420757363253857,0.0172254919969547
"218","0500000US17163","St. Clair County, Illinois",0.381919268849962,262600,57169,0.00840941854877463,0.00336376741950985,0.0170024384148917
"219","0500000US37001","Alamance County, North Carolina",0.357682696783361,163276,58490,0.00861008610086101,0.003690036900369,0.0169889953837014
"220","0500000US08001","Adams County, Colorado",0.498085744355527,503590,75804,0.0125,0.00238095238095238,0.016699220397348
"221","0500000US42073","Lawrence County, Pennsylvania",0.0787442516118596,86546,50547,0.0287878787878788,0,0.0166062379896417
"222","0500000US39029","Columbiana County, Ohio",0.0596922240981157,103062,53542,0.022667829119442,0.00610287707061901,0.0165351603721184
